2647,2906,3766,7724,7740
2652,3182,5784,6364,6801
2660,5000,5431,5659,6033
2679,3310,3508,7624,7662
2720,3264,3787,7497,7515
2748,2786,6268,6445,6536
2779,3134,5280,6613,6977
2781,3352,4486,7068,7096
2807,2836,4634,7200,7306
2825,3075,5663,6302,6918
2830,3143,5095,6701,7014
2835,3018,3945,7468,7517
2842,3636,4165,6938,7202
2873,3459,3962,7205,7284
2878,3462,3943,7210,7290
2934,3669,5673,6180,6327
2940,4243,5523,5661,6414
2956,3778,5906,6047,6096
2963,3598,4118,6932,7172
2965,3791,3815,7073,7139
2972,4117,5337,5941,6416
2981,3414,5493,6200,6695
2983,3295,3812,7321,7372
3029,3343,5750,6214,6447
3047,3489,6011,6081,6155
3081,3146,4162,7179,7215
3083,3309,4163,7074,7154
3096,3333,3350,7490,7514
3121,3713,5610,5665,6674
3125,3147,5897,6234,6380
3132,4035,5219,5736,6661
3178,3204,3410,7488,7503
3179,3239,4142,7064,7159
3183,3226,5590,6359,6425
3208,3804,5812,5922,6037
3210,4751,4938,5458,6426
3213,3274,4999,6617,6680
3215,3398,3588,7234,7348
3275,3670,3934,6937,6967
3292,3679,4115,6694,7003
3336,3440,3932,7028,7047
3349,3835,5503,5626,6470
3356,4133,5492,5888,5914
3560,3652,5542,5871,6158
3585,3722,4919,6270,6287
3590,3802,3955,6651,6785
3592,4423,4659,5942,6167
3915,3940,5362,5496,6070
3947,4569,4803,5229,6136
4061,4209,4783,5318,6412
